sentence1	sentence2	label
Three people wearing black chatting on a street corner .	Three people are waiting at a street corner for the bus .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person writing something on a newspaper .	A person is driving a fire truck .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person writing something on a newspaper .	The person is writing a book .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A person writing something on a newspaper .	A person is writing .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men selling fruit at a fruit market .	Two men are selling fruit at the market .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men selling fruit at a fruit market .	Two men are selling bananas .	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
Two men selling fruit at a fruit market .	Two men are walking through the market .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There are two men standing beside a market of fruits and vegetables .	Two men are selling their produce .	[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]
There are two men standing beside a market of fruits and vegetables .	two men are playing football with each other .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
There are two men standing beside a market of fruits and vegetables .	Two men are standing beside produce .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a pink shirt tries to dump a bucket of water on another girl .	A girl sits by herself on the sidewalk .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A girl in a pink shirt tries to dump a bucket of water on another girl .	A girl wants to get another girl wet .	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A girl in a pink shirt tries to dump a bucket of water on another girl .	The girls are playing a game .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child , wearing a pink-polkadotted outfit , smiles at the camera as she lays on a white , shaggy rug .	the child is in stripe ,	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A young child , wearing a pink-polkadotted outfit , smiles at the camera as she lays on a white , shaggy rug .	The child is wearing polka dots	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child , wearing a pink-polkadotted outfit , smiles at the camera as she lays on a white , shaggy rug .	the child is a modle .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A young man is washing his hair , brushing his teeth , and shaving his face simultaneously .	The young man is very coordinated and flexible .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young man is washing his hair , brushing his teeth , and shaving his face simultaneously .	The young man is grooming himself .	[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]
A young man is washing his hair , brushing his teeth , and shaving his face simultaneously .	The young man is singing a song .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A gentleman on the phone at his desk while a child sits on his lap and draws on a sheet of paper	A man is working so his child can play and relax comfortably .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A gentleman on the phone at his desk while a child sits on his lap and draws on a sheet of paper	A man is by a child .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A gentleman on the phone at his desk while a child sits on his lap and draws on a sheet of paper	A woman is on a phone and her kit is playing with a sheet of paper .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Man dressed in business casual attire playing the saxophone with the rest of a band .	Man dressed in business casual attire playing the tenor saxophone with the rest of a band .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Man dressed in business casual attire playing the saxophone with the rest of a band .	Man dressed in business casual attire playing the oboe with the rest of a band .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Man dressed in business casual attire playing the saxophone with the rest of a band .	Man plays a woodwind instrument .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A woman wearing a black shirt is standing next to an old rusted vehicle .	The woman restores old cars , and is thinking of buying it .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman wearing a black shirt is standing next to an old rusted vehicle .	A woman is jogging on the bike trail .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman wearing a black shirt is standing next to an old rusted vehicle .	A woman standing next to an old vehicle .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman observes a rusted antique car .	A woman is driving off a cliff .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman observes a rusted antique car .	A woman looks at an old car .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman observes a rusted antique car .	A woman looks at an old car she might buy .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of kids listening to their band instructor , and reading music off their papers .	The kids are going to play a song .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of kids listening to their band instructor , and reading music off their papers .	There is a group of kids .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of kids listening to their band instructor , and reading music off their papers .	The kids are not reading .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A teacher wearing a red and black striped shirt is conducting a class of about 20 playing music .	Some birds land on a telephone wire .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A teacher wearing a red and black striped shirt is conducting a class of about 20 playing music .	A music teacher shows a class how to play a complicated song .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A teacher wearing a red and black striped shirt is conducting a class of about 20 playing music .	A class of people play music as a red and black wearing teacher conducts them .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black hat and jacket is sitting down .	A man sitting down is wearing a black hat and a jacket .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black hat and jacket is sitting down .	A man waiting for a date is wearing a black hat and jacket while he is sitting .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black hat and jacket is sitting down .	A man is being arrested for breaking a window .	[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]
An accordion player with a cowboy hat plays his instrument as he looks off into the distance .	An accordion player performs for a small crowd .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An accordion player with a cowboy hat plays his instrument as he looks off into the distance .	A man playing a violin serenades a lover .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An accordion player with a cowboy hat plays his instrument as he looks off into the distance .	An accordion player is making music .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A child rests on her mother lap exhausted from a day of sun and fun at the beach .	They child was on vacation .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A child rests on her mother lap exhausted from a day of sun and fun at the beach .	The beach is on Venus .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A child rests on her mother lap exhausted from a day of sun and fun at the beach .	The child played outside .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two blond people are sitting in a park having a conversation .	Two brunettes are sitting in a park .	[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
Two blond people are sitting in a park having a conversation .	Two people are sitting in a city park .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Two blond people are sitting in a park having a conversation .	Two people are outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Seven men wearing bright orange reflective vests are looking inside the door of a red train .	A group of men wearing business suits are ready to board the train .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Seven men wearing bright orange reflective vests are looking inside the door of a red train .	A group of men are looking at the damage inside the train .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Seven men wearing bright orange reflective vests are looking inside the door of a red train .	A group of men are looking in a train .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man dressed all in white throws the first pitch at a baseball game .	A man is caught streaking at a baseball game .	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man dressed all in white throws the first pitch at a baseball game .	A man pitches at a baseball game .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man dressed all in white throws the first pitch at a baseball game .	A Senator starts a baseball game .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man is standing in the corner of a baseball field , dressed in a white dress suit , having a cameraman pointing a camera towards him .	A baseball player is playing outfield in game seven of the finals while a journalist takes photo .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is standing in the corner of a baseball field , dressed in a white dress suit , having a cameraman pointing a camera towards him .	A man is standing in the corner of a field while a camera is pointed at him .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is standing in the corner of a baseball field , dressed in a white dress suit , having a cameraman pointing a camera towards him .	A man is sitting in a mall courtyard on a metal bench .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady is standing up holing a lamp that is turned on .	The lamp has a busted bulb .	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
A lady is standing up holing a lamp that is turned on .	A lady is holding a lit lamp .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man stands by an animal rights sign at an outdoor event .	A man is standing inside of his house	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man stands by an animal rights sign at an outdoor event .	There is an outdoor event with signs for animal rights	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man stands by an animal rights sign at an outdoor event .	There is a protest for animal rights taking place	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children are playing a game outside .	Children are not a game	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children are playing a game outside .	Children are playing a game happily	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Children are playing a game outside .	Children are playing a game	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older South American woman is knitting colorful hand warmers and enjoying herself .	Nobody is knitting .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older South American woman is knitting colorful hand warmers and enjoying herself .	A tall human knitting	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older South American woman is knitting colorful hand warmers and enjoying herself .	A human knitting .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men , each wearing a white tee-shirt and headphones make adjustments to a machine while shaded by a dark umbrella-like contraption .	Technicians servicing machinery under hastily constructed shade .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men , each wearing a white tee-shirt and headphones make adjustments to a machine while shaded by a dark umbrella-like contraption .	Men in matching shirts working on a machine .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men , each wearing a white tee-shirt and headphones make adjustments to a machine while shaded by a dark umbrella-like contraption .	Soldiers prepare the umbrella that will deflect the world ending asteroids due to crash into the Earth 's surface any moment .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A child and small dog running .	A child chases his dog back into the house .	[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]
A child and small dog running .	A child and dog running together .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A child and small dog running .	A man eats a carrot .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child sits on some pillows with a green tray of chopped-up food in front of him .	A young child sits near a tray of food .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child sits on some pillows with a green tray of chopped-up food in front of him .	A young man prepares to eat a meal .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A young child sits on some pillows with a green tray of chopped-up food in front of him .	A young man competes in a tennis championship .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person wearing a suit is walking through an airport .	A woman sits in the lobby waiting on the doctor .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person wearing a suit is walking through an airport .	A person is in the airport .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person wearing a suit is walking through an airport .	A man arrives at the airport , returning from a business trip .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people are biking past a house and field in the country .	Two people are playing video games .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people are biking past a house and field in the country .	Two people are riding a bike .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people are biking past a house and field in the country .	Two people are having a bike race .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A tennis player , wearing a yellow shirt , jumps to hit the ball to the other player , who is wearing black .	The couple eats dinner together .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A tennis player , wearing a yellow shirt , jumps to hit the ball to the other player , who is wearing black .	The two people are on a tennis court .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A tennis player , wearing a yellow shirt , jumps to hit the ball to the other player , who is wearing black .	The two are playing in a very competitive game .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
One man in all black in a bowling ally who just bowled with an orange ball .	He just made a strike .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
One man in all black in a bowling ally who just bowled with an orange ball .	The man is playing with a blue ball .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
One man in all black in a bowling ally who just bowled with an orange ball .	A man is bowling .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person dressed in all black throwing a ball down a bowling alley .	A person is playing basketball .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person dressed in all black throwing a ball down a bowling alley .	A person is bowling .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A person dressed in all black throwing a ball down a bowling alley .	A person is bowling in a tournament .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A tent advertising Surfer Magazine for the 25th annual Longboard Classic on the beach surrounded by palm trees .	The tent is advertising free flu vaccinations .	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A tent advertising Surfer Magazine for the 25th annual Longboard Classic on the beach surrounded by palm trees .	The beach is windy .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A tent advertising Surfer Magazine for the 25th annual Longboard Classic on the beach surrounded by palm trees .	There is a tent on a beach .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a white dress walking down the street with a woman in a purple shirt crossing the street .	The dress is white .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a white dress walking down the street with a woman in a purple shirt crossing the street .	The women know eachother .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a white dress walking down the street with a woman in a purple shirt crossing the street .	The women are indoors .	[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]
In a field of tall grass , a small girl feeds a larger boy a bite of some type of food .	A girl feeds her older brother .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
In a field of tall grass , a small girl feeds a larger boy a bite of some type of food .	One child feeds another .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
In a field of tall grass , a small girl feeds a larger boy a bite of some type of food .	Two children are playing inside .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of women in white robes walk through the grass .	A group of women are outside	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of women in white robes walk through the grass .	women walk through the sand	[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A group of women in white robes walk through the grass .	Women are at a spa	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man in a business suit strolls beneath a covered walkway .	The man is outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a business suit strolls beneath a covered walkway .	The man is walking home from work .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a business suit strolls beneath a covered walkway .	The man is taking a jog .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a colorful outfit sitting on the ground .	The woman is knitting a sweater .	[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
A woman in a colorful outfit sitting on the ground .	The woman is standing up .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman in a colorful outfit sitting on the ground .	There is a woman sitting on the ground .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A Latin American weaving fabric .	The person is making fabric	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A Latin American weaving fabric .	The person is from Italy	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A Latin American weaving fabric .	It is a woman .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A large black dog and a small brown dog are playing in the house .	The dogs are playing in the yard .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A large black dog and a small brown dog are playing in the house .	The dogs are playing .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A large black dog and a small brown dog are playing in the house .	The dogs are having a play date and do n't live together .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman playing baseball walks back to her base while her female teammate follows .	The woman 's team just got their third out and it 's time to switch sides .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman playing baseball walks back to her base while her female teammate follows .	The woman is sliding on the ground quickly to get back to her base .	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]
A brunette woman is standing in front of a wall with graffiti .	A blonde man is near a clean concrete wall .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A brunette woman is standing in front of a wall with graffiti .	A brunette woman drew the graffiti on the wall .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A brunette woman is standing in front of a wall with graffiti .	A woman is near a graffiti-ed wall .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man inspects the uniform of a figure in some East Asian country .	Someone is wearing a uniform	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man inspects the uniform of a figure in some East Asian country .	The man is doing military inspections	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man inspects the uniform of a figure in some East Asian country .	The man is sleeping	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in the street is playing drums on old cans .	A lady is painting a dog	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in the street is playing drums on old cans .	A man is making music	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in the street is playing drums on old cans .	The homeless man is playing songs	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five young boys in swim trunks jump into a swimming pool at the same time .	A group of young boys studying at the library	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five young boys in swim trunks jump into a swimming pool at the same time .	A group of young boys holding hands as they jump into the pool	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Five young boys in swim trunks jump into a swimming pool at the same time .	Kids leaping into a swimming pool	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young people sit outside and engage with electronic devices .	They are all using phones .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young people sit outside and engage with electronic devices .	They all have devices .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Three young people sit outside and engage with electronic devices .	There is a tin can and string telephone .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Some young boys ride bikes in the street .	There are girls and boys	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Some young boys ride bikes in the street .	These boys are on bikes	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Some young boys ride bikes in the street .	These people are together	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people in winter clothing sliding down a snow-covered hill .	Two brothers are having fun in the snow .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people in winter clothing sliding down a snow-covered hill .	Kids are playing in the swimming pool .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two people in winter clothing sliding down a snow-covered hill .	People are sledding down a hill .	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]
A woman runs by in the foreground as other competitors stand on the sideline .	A lady is running .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman runs by in the foreground as other competitors stand on the sideline .	A woman is about to win a marathon .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman runs by in the foreground as other competitors stand on the sideline .	A girl is playing with her cat .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older gentleman standing in front of a washer and dryer with his hand getting ready to push a button and a black basket of clothes sitting on top of the dryer next to him .	A man washes pants	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An older gentleman standing in front of a washer and dryer with his hand getting ready to push a button and a black basket of clothes sitting on top of the dryer next to him .	A man washes laundry	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older gentleman standing in front of a washer and dryer with his hand getting ready to push a button and a black basket of clothes sitting on top of the dryer next to him .	The man is having sex on top of the washer	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older perhaps Asian man who is wearing a sleeveless shirt with quite a few people in the background .	Nobody is wearing	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older perhaps Asian man who is wearing a sleeveless shirt with quite a few people in the background .	A tall human wearing	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older perhaps Asian man who is wearing a sleeveless shirt with quite a few people in the background .	A human wearing	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older man is walking in a large grassy area with a small plane in the background about to land .	The person is sipping hot chocolate inside a skating rink .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older man is walking in a large grassy area with a small plane in the background about to land .	A person is outside .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An older man is walking in a large grassy area with a small plane in the background about to land .	The guy is watching planes land at an airport .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is walking in the same direction that a model airplane is flying in dried grassland .	The man is swimming in a pool .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is walking in the same direction that a model airplane is flying in dried grassland .	A man is following a remote control airplane .	[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]
A man is walking in the same direction that a model airplane is flying in dried grassland .	A man is walking through the grass .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are sitting on a grassy hillside wearing bike helmets .	Two sad men are sitting on a grassy hillside wearing bike helmets .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are sitting on a grassy hillside wearing bike helmets .	Two women are sitting on a grassy hillside wearing bike helmets .	[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are sitting on a grassy hillside wearing bike helmets .	Two people are sitting on a grassy hillside wearing bike helmets .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several children playing outside	A boy is playing with his Gamecube on the couch .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several children playing outside	There are children playing .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several children playing outside	A lot of children are playing hopscotch in the driveway .	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
A old man sells hardware parts on a dirty sidewalk .	The man is outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A old man sells hardware parts on a dirty sidewalk .	The man is homeless .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A old man sells hardware parts on a dirty sidewalk .	The man is cooking dinner with the hardware .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman sitting eating a sandwich .	A woman is eating a sandwich	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A woman sitting eating a sandwich .	A woman eats a salad	[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]
A woman sitting eating a sandwich .	A woman eating a meatball sandwich	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy , toddler age , wearing a blue shirt plays with a yellow dump truck in a family living room .	A young boy swings from a tire swing hung from a chandelier .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy , toddler age , wearing a blue shirt plays with a yellow dump truck in a family living room .	A young boy plays with a yellow dump truck in the living room .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young boy , toddler age , wearing a blue shirt plays with a yellow dump truck in a family living room .	A boy pretends he is a construction worker while playing with a dump truck .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man with a black suit and a woman in a white dress holding red flowers and her marriage certificate got married .	A male and female are next to each other with clothes on .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man with a black suit and a woman in a white dress holding red flowers and her marriage certificate got married .	A man is getting married to his 3rd wife in ten years .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man with a black suit and a woman in a white dress holding red flowers and her marriage certificate got married .	A man is sleeping in bed with his wife cooking upstairs .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
People wait in line at bus stop .	The people ride their bikes around town .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
People wait in line at bus stop .	The bus already has people waiting on it .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
People wait in line at bus stop .	People wait for the bus to take them to the concert .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A military group in uniform standing together while one of them gets their hat adjusted .	A group of uniformed men having his uniform adjusted to perfection .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A military group in uniform standing together while one of them gets their hat adjusted .	A drill instructor is adjusted a students hat before they preform at a funeral .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A military group in uniform standing together while one of them gets their hat adjusted .	A military group is attacking a large SUV to get supplies .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several runners compete in a road race .	Several runners compete in a race .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Several runners compete in a road race .	Several runners compete in a bike race .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Several runners compete in a road race .	Several runners compete in an indoor road race .	[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]
A man dressed entirely orange is taking a photo of a man sitting , there is a big group of people sitting nearby .	A man is sitting .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man dressed entirely orange is taking a photo of a man sitting , there is a big group of people sitting nearby .	The man dressed in orange is an escaped convict .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A man dressed entirely orange is taking a photo of a man sitting , there is a big group of people sitting nearby .	The man is wearing red .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
