sentence1	sentence2	label
A girl jumping high off of the sand.	The girl is being photographed.	1
Boy on a skateboard in midair at a skate park	A boy participating in the X-Games	1
The trumpeter played in front of the microphone in a soft light.	A musician performs their talent.	0
A thrill seeker uses her arms for balance while crossing a beam suspended high above craggy rocks.	An athletic woman is suspended in midair.	1
A brown and white dog is catching a tennis ball while standing on its hind legs.	Dogs with hind legs are allowed to cath tennis ball.	1
A man is holding onto handles in the air.	Handles exist so the man can hold on to them.	1
A younger boy trying to shave while an older man in the background is watching him.	The boy is holding a razor.	1
A girl is sitting in a chair blowing up a large yellow party balloon.	A young female holds yellow latex.	1
Asian woman holding flag with costume dragon in the background	A baby sits in a stroller by a pond.	0
A man is giving a presentation.	the man is not talking	0
The woman is sitting in a hot spring.	The woman is Japanese	0
Two asian men looking down on the floor by a food buffet.	The two men are standing by trays of food.	1
a red-haired boy wearing glasses blowing a huge bubble	A boy with glasses.	0
It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.	A rugby ball fell through dog poop	1
Male and female ballerinas dancing together and he is holding her slightly in air.	A man and women	1
Several people, all wearing sunglasses, are captured jumping into the air and making funny poses on a sandy beach area near a log.	the people are flying a plane	0
A group of people waving red and yellow flags.	A group of people are warning the racers of danger up ahead.	0
A yellow bulldozer working to move dirt.	a yellow truck is doing work	1
A man is fishing off a beach into a large body of water while a young boy carries a net not too far away.	A man is playing basketball with his son.	0
A line of people wait to enter a building with a sign posted "Welcome Bikers."	The line of people have to use the bathroom.	1
A person in a wetsuit surfs a big wave.	A person is surfing.	0
A young couple uses an escalator at a busy shopping center.	The shopping center is one level.	1
Three people are practicing their shot put game indoors.	The three people are trying to improve their shot put skills.	0
A group of 70's or 80's era Caucasian men and women seated and having a discussion.	the people have afros	1
Men wearing red safety vests and carrying signs walk down a street where an explosion has occurred.	Men in red vests, carrying signs down the street.	0
A tennis player in a white tank top and blue shorts hits a tennis ball.	A tennis player hits the tennis ball with a purple racket.	0
The man and the women are resting their arms on the bench.	The man and the woman are doing jumping jacks on the bench	0
A girl all in black and white, and carrying an umbrella, walks down the street, as others watch.	A girl has all black and light white.	1
Two men abroad enjoy talking about their differences.	Two men abroad are talking to each other about themselves.	1
A man is playing guitar in the street for a small crowd.	There are several people in this photo, and they are all outside.	1
Three dogs are making a turn in a dog race.	Animals going around a bend.	1
A man wearing a mask over his mouth is holding tongs.	A naked man hands tongs to someone else.	1
A man making a foul face while handling a fish beside a lake.	A mad disliked fish.	1
A man with a dark shirt and light shorts is standing next to a person wearing a light shirt on a sidewalk.	two people stand together outside	0
two teams playing rugby, there seems to be more of one team than the other in the picture.	Two teams are sitting inside watching a movie.	1
An African woman with piercings, lots of necklaces and corn on her head.	The African woman has brown skin.	0
A man with a hat investigating something in the bush.	The man wearing the hat is investigating the thing that's in the bush because it poses a danger to the people.	0
Man sings and plays guitar while another man plays guitar behind him.	Two men perform as street musicians.	0
A man is photographing a small staked camel and a woman is trying to walk past it.	A man is blocking the path that a woman is trying to walk down while he is trying to take a picture.	1
A young person is playing guitar, behind them stands a very bright lamp.	A person is listening to music.	1
The women are drinking wine and knitting.	The group of women are catching up while they drink wine and do arts and crafts.	0
Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet.	Two caucasian males, one wearing a denim baseball cap and purple shirt, second guy with no baseball cap, wearing safety goggles, straddling a wood pallet under a bright yellow sun.	0
This man is walking towards a fountain.	This man is walking.	0
A boy in a green shirt surrounded by toys and another boy, wearing a blue shirt with penguins, to his left	Two boys sit in a classroom at their desks.	1
A little girl in a yellow shirt holding a big snail.	A little girl holds a snail	0
A little blond girl is looking up.	A girl is looking upwards.	0
A small child wearing a hat and coat holding a large ball.	A child wearing outdoor dress is holding a ball.	1
A smaller dog sniffs a larger dog in the hills.	A smaller dog is smelling a big dog.	0
A man sticks his tongue out in an outdoor shower.	A man is looking at an outdoor shower.	1
A yellow and blue race car with 37 on it is driving around a turn on a racetrack.	Two race cars are competiting on a racetrack.	1
A group of people are in a living room recording studio; three members of the band are visible and the photograph was taken from the perspective of the drummer.	The people in the studio were taking photos.	1
A teenage boy is shaving in front of a mirror while an older man watches from a doorway.	A man is shaving	1
Several speed boats are racing with people dressed in red aboard them.	Some boats are on the water.	0
A man is wearing white and playing cricket.	The man whips the horse and makes it run in circles in the corral.	0
Father and baby are sharing something to eat.	A father and a baby are sleeping	0
Two people are riding their bikes in city traffic.	people riding their bikes in city traffic to get to work.	0
a lone motorcyclist jumping through the air in front of a large crowd.	The motor biker jumps through the crowd.	1
1 man singing and 1 man playing a saxophone in a concert.	The 2 men are entertaining some people.	0
A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.	A person watches out for another construction worker on top of a building.	1
Two men, one dressed in blue shirt and pants and one dressed in purple shirt and black pants are creating pottery.	A couple people are learning how to do pottery.	0
An asian child sits on the ground eating from a bowl outside a hut on a sunny day.	An asian child sits on the ground eating from a bowl is inside the hut	1
A group of people are gathered on a sidewalk in front of a store nearby a littered street.	A group of people are playing guitar.	1
A blue-shirted driver for Khera Transport Corp. makes his way to his next stop.	A truck driver is wearing a hat.	1
Two lines of colorful cars racing on a racetrack.	The colors on the racetrack are memorizing.	0
A busy flea market with all ethnicities shopping for wants and needs.	A grocery store preparing for the holidays.	1
A woman with flowers locking up her bike.	A woman is selling flowers.	1
A dog team is pulling a sled through the snow and the exertion is evident by each dog's tongue extended from their mouth.	A dog team is tired and worn out from pulling a sled through the snow.	0
A girl is holding a sign that points toward a free car wash.	A girl is directing people to a free car wash.	0
A fast black and white dog is running to catch a red Frisbee.	A white dog is playing fetch.	1
a bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning.	A man with tattoos on his bald head and a man in a brown t-shirt sit on a bench by a lake.	0
A blond woman playing volleyball on a sunny day at the beach.	The woman is sweating.	0
An oriental woman in glasses, shooting archery.	The woman is older.	1
A dog with a Frisbee, swimming in a lake.	A dog with a Frisbee, swimming in a lake near a boat.	0
A group of people with several boxes of fish.	Some people are trying to sell fish.	0
A woman walks past a garage door that says "no parking any time."	A woman is walking home.	0
Holding a bullhorn, a red-haired female demands attention as she speaks her message atop a bridge.	A red haired drill instructor speaks into a bullhorn.	1
A young woman with a stroller and baby waits to cross the street.	A woman waiting to cross the street.	0
Six men shielding their eyes from the sun	Two women look at the sun.	0
a large woman stands in the street.	A woman is standing outside.	0
A classic bottle-green Jaguar races around the track.	A blue car drives down a freeway in downtown LA.	0
A group of men and women are gathered under a tree outside of a building.	A group of people are doing witchcraft under a tree.	0
A man in a gray shirt and black track pants is walking in front of a building.	The man is going to enter a building.	1
The men are removing the netting from the enclosed area.	The men opening an area that had been closed off.	1
A soccer goalie blocking a shot next to a player from the opposite team.	Soccer goalie defending a penalty kick.	0
A large black and tan dog is running across the snow in a wooded area.	A black and tan dog is running past trees and bushes.	1
A dad and his son are playing with some Legos in the child's bedroom.	A dad and his son play with Tinker Toys.	1
A group of school children looking at a group on men wearing white shirts	A dolphin performs for a crowd.	0
two teens and a kid ice skating	two teens teaching a child to ice skate	1
A man in glasses, a t-shirt and shorts stands in a kitchen and cuts a tomato on top of a cutting board that rests on a kitchen table with a green tablecloth.	The man is preparing dinner for himself.	0
Star Wars enthusiasts are wearing costumes on a city street.	People are dressed in costumes.	0
This man is creating entertainment for people who are walking the streets.	A man is looking to entertain people passing by on the street.	0
Two men are in intent conversation while a third looks on in what appears to be a bar.	Three people take the bar exam.	0
A boy stands beside a railing at a go kart track.	The boy is sitting at the go kart track.	0
An older man in a black shirt is sitting by three young children outside.	The men are outside	1
A worker that is working on the switch with a tool.	the worker is going to lunch right now.	0
The brown dog watches as the black dog jumps in the grass.	The dogs are excited.	0
A woman in a red dress prepares for another day at work.	A woman is in her house getting ready.	0
A boy and a girl are walking in a mall.	A girl and a boy walking inside	1
A man plays for a crowd with the spotlight on him.	The man is a famous performer.	0
Woman gives a fake crown to a statue of liberty look alike.	A woman puts on a tiara.	1
Two dogs are playing in a grassy area.	Two dogs are chasing each other at a dog park.	1
A guy in a brown t-shirt and white pants is playing a horn.	The man is performing for people.	0
a beige dog running on the grass with a tennis ball in his mouth	An animal running fast	1
The guy and girl are sleeping on the bench.	The guy and girl are on a bench.	0
A woman is smiling at the bowling alley while a woman in the background is preparing to roll the ball.	People bowling on league night.	0
2 men in white outfits with feathered wings and a woman with crutches jumping.	Men dressed as angels and a happy woman.	1
A guy performing tricks in front of kids with cool baseball bats	An entertainer is performing tricks.	1
A black dog with a purple collar and a black leash runs in the grass.	Animals are outside	0
A man in glasses and a striped shirt walks down the street with one hand in his pocket.	A man is walking on the sidewalk with one hand in his pocket	1
Women wearing long shirts playing music.	Women wearing long shirts playing music for a crowd.	0
The hockey players, in blue, are waiting for their best chance to get the puck from the opposing hockey team.	The hockey players are wearing white helmets.	0
A man in yellow rides a motocross bike down a dirt track in a forest.	A man is racing in a forest.	1
A person sleeping under a small pink cover with white and yellow circles on it.	There is a person asleep with a blanket.	1
People on a sidewalk are trying to protect themselves from the rain with umbrellas and a newspaper.	The rain came on suddenly, and some of the people did not have umbrellas.	1
Three black dogs wearing muzzles race through the green grass.	The dogs are fetching a tennis ball.	1
The football players are wearing red and white, and the crowd is also wearing red and white.	Football players are dressed in red and white	0
Four girls in a kitchen near a plate of brownies.	A group of children are indoors.	0
The boy and girl are playing on the outdoor gym.	the boy and girl are in the classroom	0
A man is sitting between two other men on a subway while reading a magazine.	A man doesn't have much privacy on the subway.	1
Three camels and a lone man are silhouetted against a sunset.	People and animals are in the desert.	0
A woman is giving a presentation to a group of people sitting in chairs.	A boring woman.	0
4 teenagers are standing outside a Wells Fargo bank.	Teenagers are standing on a sidewalk.	0
A couple look into the camera as the foreground is filled with balloons.	The couple is taking many pictures as they smile.	1
A large group of people standing on blocked off street.	The mob was behind the road blocks.	1
An Indian family stands together, ankle-deep in a body of water, looking out.	The family are in a lake.	1
A child in a sweatshirt is drawing on a chalkboard.	A child playing outdoors.	1
a man walking down an alleyway	A man riding a bike down an alleyway.	0
Two policemen standing in a parking lot.	The policemen searched my vehicle.	1
Three older men in aprons dish up pancakes and bacon in a kitchen.	Three older men are playing baseball outside.	0
A man wearing a scarf and knitted hat is smiling.	a person is knitting and smiling.	1
An extreme biker against a tree, in silhouette.	A lively chap stands by a tree.	1
Here is a picture of people running a marathon on the road.	The people are out on the road.	0
Several couples running down the road to a farm house.	The farm house is full of animals	1
Middle-aged man in jeans and dark blue t-shirt carrying a black item and walking across a lawn.	Man sneaking across lawn with stolen item.	1
Child wearing fireman's hat sits on ground next to man holding a handsaw.	Two people are sitting on the ground.	1
A young football player watches a game with his coach.	Two people are preparing for a game.	1
A boy dances as another boy stands on a short brick wall.	Boys playing video games	0
A little girl in the foreground and an older boy also in the foreground in front of a mobile home with a few adults in the background.	The adults convene outside	1
A little girl wearing a princess Halloween costume.	The little girl likes princesses.	0
Two women on a street are stopped at a television.	There are some females in this picture	1
The girl with the long curly hair is directing cars.	The girl is working as a traffic director.	1
An asian table tennis player is eagerly watching and waiting for his opponent serves the ball.	A person playing ping pong anticipates the other person's next move.	0
Two male police officers on patrol, wearing the normal gear and bright green reflective shirts.	The two male police officers are looking for trouble.	1
The guy gets thrown out of the raft on the rapids.	The person fell of the raft.	1
A black man stands behind a garbage can with his hand raised in front of a sign urging people to repent of various sins as boy in a school blazer holds the hand of a man in shorts.	A man holding a sign that has a proselytizing message and asks people to be sorry for their transgressions, is near a young boy and an older man who are holding hands.	1
A woman watches a man recieving a gift.	The man and woman are at some sort of celebratory gathering	0
A man in an orange visor crossing the street with a ice cream vendor in the background and a woman about to cross the street as well.	A man and a woman are separately crossing the street.	0
Two children in pirate costumes play fight with their swords.	Two kids are imagining themselves as pirates	1
A girl is screaming as she comes off the water slide.	A girl comes off the water slide.	0
A smiling policewoman holding a blue axe and wearing St. Patrick's Day memorabilia walking in front of assembled onlookers.	A policewoman is celebrating Christmas by wearing blue and red.	1
A little boy in a black shirt is leaning away from a water fountain.	A boy is leaning away from water fountain to tie his shoes.	0
A smiling policewoman holding a blue axe and wearing St. Patrick's Day memorabilia walking in front of assembled onlookers.	A policewoman is celebrating St. Patrick's Day.	1
A jockey rinding a horse prepares to jump over an obstacle	The horse needs more time to rest before he jumps over obstacle.	1
One man round kicking another man in a ring.	the men are fighting	0
Two gray-haired individuals stand immediately behind a cluster of sheltered, outdoor tables that have people seated at them.	The two individuals are old.	1
A newborn is crying as healthcare workers check the baby's reflexes.	A baby cries as it is examined	0
An animal pulls a wooden wagon.	An animal hauls food.	1
Some folks pick out the food they want at a party.	There are people in a room.	1
A Young girl wearing a blue ski cap and red and gray two tone jacket stands between two bits of ice.	A young girl in a while jacket is standing in a winter landscape.	1
a boy in a purple shirt is playing with a toy ans another young boy in a blue shirt is watching him.	The boy in the purple shirt has a toy.	0
A group of people are in front of a store walking across a crosswalk.	The group stood in front of the store waiting for the bus.	1
Two men climb the side of a boat.	Two men are hanging a sail on a boat.	0
A guy on a city electric pole watching over.	A man is on a telephone pole.	1
A group of young boys wearing green and black uniforms are engaged in a game against a team of young boys wearing red and black.	the boys are scouts	1
A group of men, mostly wearing yellow hard hats, are looking off a ledge.	Men are working on a construction site.	0
people walking through lobby with patches of daylight and shadow reflections.	Sunlight is poking through openings in the wall.	1
A young woman in black is standing in front of a wall with writing, she is holding something in her right hand.	A young woman in mourning is writing a sentimental epitaph on a wall out of a book she is holding.	0
Two men are using two horse to help with farm work.	The men are at a farm	1
Here is a picture of a man kissing his wife at a park and his wife is taking a picture of them kissing.	The husband and wife are newlyweds.	0
The man in the white belt and sunglasses is holding the girl's hand.	The man is holding a boy's hand.	0
A woman holding a box resting her eyes while riding the bus.	A man rides a motorcycle.	0
These girls are swimming in the ocean.	Boys swimming in a pool	0
A man with a Union Jack bag walks briskly past two windows with the words "Mooch Art" on them.	The man is in a hurry as he walks along outside	1
The dirty vehicle is caught in a flood.	The vehicle got caught because they were off roading in it.	1
